listingId,title,streetAddress,address,rent,beds,baths,sqft,propertyType,phone,latitude,longitude,url,placardType,timestamp
0hmh4s1,Simsbury Center Apartments,969 Hopmeadow St,"969 Hopmeadow St, Simsbury, CT 06070","$1,775 - $1,950",1,,,,(860) 590-2231,41.8839839,-72.79989929999999,https://www.apartments.com/simsbury-center-apartments-simsbury-ct/0hmh4s1/,gold,2025-07-01T04:15:07.847Z
64ys5rt,The Croft Farmington,5 Spring Ln,"5 Spring Ln, Farmington, CT 06032","$1,775",2,,,,(860) 773-4438,40.240527,-74.89541419999999,https://www.apartments.com/the-croft-farmington-farmington-ct/64ys5rt/,gold,2025-07-01T04:15:07.868Z
kkw7t49,Greenway Village,24 Mill Pond Dr,"24 Mill Pond Dr, Granby, CT 06035","$2,200 - $2,800",2,,,,(959) 230-0537,41.9350232,-72.78677379999999,https://www.apartments.com/greenway-village-granby-ct/kkw7t49/,gold,2025-07-01T04:15:07.889Z
q4f896z,Colonial Village,22 Colonial Ct,"22 Colonial Ct, Plainville, CT 06062","$1,665 - $2,445",2,,,,(475) 255-0358,37.7582154,-87.10565439999999,https://www.apartments.com/colonial-village-plainville-ct/q4f896z/,gold,2025-07-01T04:15:07.911Z
newys4q,Evergreen Town House Apartments,600 Ellis St,"600 Ellis St, New Britain, CT 06051","$1,550 - $1,675",2,,,,(860) 854-3858,37.7845634,-122.4162623,https://www.apartments.com/evergreen-town-house-apartments-new-britain-ct/newys4q/,gold,2025-07-01T04:15:07.932Z
66w796t,Main Place Apartments,931-947 W Main St,"931-947 W Main St, New Britain, CT 06053","$1,600 - $1,695",2,,,,(860) 846-4462,41.6683673,-72.8140203,https://www.apartments.com/main-place-apartments-new-britain-ct/66w796t/,gold,2025-07-01T04:15:07.956Z
n035gxq,Pine Brook Terrace,10-90 Pine Brook Ter,"10-90 Pine Brook Ter, Bristol, CT 06010","$1,500",2,,,,(959) 245-2401,41.6553995,-72.9173459,https://www.apartments.com/pine-brook-terrace-bristol-ct/n035gxq/,gold,2025-07-01T04:15:07.977Z
vvvn80d,Farmington Court Apartments,1449-1495 Farmington Ave,"1449-1495 Farmington Ave, Farmington, CT 06032","$2,245",2,,,,(860) 846-4985,41.745459,-72.8633679,https://www.apartments.com/farmington-court-apartments-farmington-ct/vvvn80d/,gold,2025-07-01T04:16:42.428Z
zkwzqcw,Fairway Apartments,171 Hartford Rd,"171 Hartford Rd, New Britain, CT 06053","$1,260 - $1,405",,,,,(860) 846-4308,41.7040492,-72.7704626,https://www.apartments.com/fairway-apartments-new-britain-ct/zkwzqcw/,gold,2025-07-01T04:16:42.462Z
tktm9t8,Sunset Rock Apartments,126 New Britain Ave,"126 New Britain Ave, Plainville, CT 06062","$1,595 - $2,095",2,,,,(860) 846-4241,41.6755882,-72.84912469999999,https://www.apartments.com/sunset-rock-apartments-plainville-ct/tktm9t8/,gold,2025-07-01T04:16:42.498Z
xpcrlym,Springwood Gardens,192 Allen St,"192 Allen St, New Britain, CT 06053","$1,320 - $1,665",3,,,,(860) 846-3500,40.72218,-73.988666,https://www.apartments.com/springwood-gardens-new-britain-ct/xpcrlym/,gold,2025-07-01T04:16:42.542Z
5ksrnlp,The Ellis Block,321 Ellis St,"321 Ellis St, New Britain, CT 06051","$1,675 - $2,461",3,,,,(860) 259-2159,41.6587254,-72.769657,https://www.apartments.com/the-ellis-block-new-britain-ct/5ksrnlp/,gold,2025-07-01T04:16:42.577Z
328f50d,ReNew Bristol,1175 Farmington Ave,"1175 Farmington Ave, Bristol, CT 06010","$1,370 - $1,798",2,,,,(959) 245-2610,41.6981964,-72.9048756,https://www.apartments.com/renew-bristol-bristol-ct/328f50d/,gold,2025-07-01T04:16:42.592Z
v9l87gg,124 Pennsylvania Ave,124 Pennsylvania Ave,"124 Pennsylvania Ave, New Britain, CT 06052","$1,700",2,1,1776,House for Rent,,,,https://www.apartments.com/124-pennsylvania-ave-new-britain-ct/v9l87gg/,gold,2025-07-01T04:16:42.612Z
mpv39jl,38 Prospect St Unit 300,38 Prospect St Unit 300,"38 Prospect St Unit 300, Bristol, CT 06010","$1,195",2,1,800,Apartment for Rent,,,,https://www.apartments.com/38-prospect-st-bristol-ct/mpv39jl/,gold,2025-07-01T04:16:42.635Z
db1sneh,Furnished Studio-Hartford - Farmington,1 Batterson Park Rd,"1 Batterson Park Rd, Farmington, CT 06032","$2,999",,1,300,Apartment for Rent,(860) 932-8616,,,https://www.apartments.com/furnished-studio-hartford-farmington-farmington-ct/db1sneh/,gold,2025-07-01T04:16:42.648Z
hnk32t2,Burritt House,59-69 W Main St,"59-69 W Main St, New Britain, CT 06051","$1,410 - $1,657",1,,,,(959) 245-5236,41.66773380000001,-72.7831338,https://www.apartments.com/burritt-house-new-britain-ct/hnk32t2/,silver,2025-07-01T04:16:42.720Z
plht18v,52 High St,52 High St,"52 High St, Bristol, CT 06010","$2,370",3,,,,(860) 845-6697,52.472418,-2.1034053,https://www.apartments.com/52-high-st-bristol-ct/plht18v/,silver,2025-07-01T04:16:42.740Z
3kl7t9e,Heritage Glen,300-308 Colt Hwy,"300-308 Colt Hwy, Farmington, CT 06032","$2,200",2,,,,(959) 245-5036,41.710212,-72.810597,https://www.apartments.com/heritage-glen-farmington-ct/3kl7t9e/,silver,2025-07-01T04:16:42.761Z
3tptzxe,Coppermine Village,150 Shawn Dr,"150 Shawn Dr, Bristol, CT 06010",Call for Rent,3,,,,(860) 516-5214,43.1285061,-74.4648247,https://www.apartments.com/coppermine-village-bristol-ct/3tptzxe/,silver,2025-07-01T04:16:42.773Z
rl0h433,Avon Colonial Manor,156 W Main St,"156 W Main St, Avon, CT 06001","$1,585 - $1,795",2,,,,(959) 251-1059,41.506841,-112.015958,https://www.apartments.com/avon-colonial-manor-avon-ct/rl0h433/,silver,2025-07-01T04:16:42.792Z
scykyj5,122 High St,122 High St,"122 High St, Bristol, CT 06010","$1,750 - $1,925",2,,,,(860) 845-1083,,,https://www.apartments.com/122-high-st-bristol-ct/scykyj5/,silver,2025-07-01T04:16:42.808Z
985jgd4,Bingham Place,3 North St,"3 North St, Bristol, CT 06010","$1,400 - $1,750",1,,,,(959) 800-0904,43.1638297,-79.2439235,https://www.apartments.com/bingham-place-bristol-ct/985jgd4/,silver,2025-07-01T04:16:42.820Z
nj2tlrq,Bristol Meadows,241 Redstone Hill Rd,"241 Redstone Hill Rd, Bristol, CT 06010","$1,225 - $1,550",2,,,,(860) 406-7664,41.6583213,-72.9056117,https://www.apartments.com/bristol-meadows-bristol-ct/nj2tlrq/,silver,2025-07-01T04:16:42.843Z
d7gf2gh,Summer Brook Apartments,550 Darling St,"550 Darling St, Southington, CT 06489","$1,277 - $1,751",3,,,,(959) 245-2144,41.6153744,-72.86480639999999,https://www.apartments.com/summer-brook-apartments-southington-ct/d7gf2gh/,silver,2025-07-01T04:16:42.862Z
kchsx48,Franklin House,66 Franklin Sq,"66 Franklin Sq, New Britain, CT 06051","$975 - $1,350",2,,,,(860) 855-3063,41.6625253,-72.77923919999999,https://www.apartments.com/franklin-house-new-britain-ct/kchsx48/,silver,2025-07-01T04:16:42.887Z
khjcq68,Columbus Commons,145 Columbus Blvd,"145 Columbus Blvd, New Britain, CT 06051","$1,084 - $1,161",2,,,,(475) 255-3693,41.6672389,-72.7771814,https://www.apartments.com/columbus-commons-new-britain-ct/khjcq68/,silver,2025-07-01T04:16:42.926Z
5rtp47q,"94 Glen St Unit 3rd Floor, New Britain, CT 06051",94 Glen St Unit 3rd Floor,,"$1,590",3,1,,Apartment for Rent,(959) 245-5832,,,https://www.apartments.com/94-glen-st-new-britain-ct-unit-3rd-floor/5rtp47q/,prosumer,2025-07-01T04:16:42.957Z
mt4sm4h,"1273 Queen St, Southington, CT 06489",1273 Queen St,,$850,1,1,110,Room for Rent,(959) 200-8677,,,https://www.apartments.com/1273-queen-st-southington-ct-unit-1/mt4sm4h/,silver,2025-07-01T04:16:42.979Z
kt9k34b,"19 Lawlor St Unit D, New Britain, CT 06051",19 Lawlor St Unit D,,"$1,250",2,1,730,Apartment for Rent,(860) 477-7777,,,https://www.apartments.com/19-lawlor-st-new-britain-ct-unit-d/kt9k34b/,prosumer,2025-07-01T04:16:42.992Z
t596479,"80-82-82 Garden St, New Britain, CT 06052",80-82-82 Garden St,,"$2,000",3,1,1550,Apartment for Rent,(475) 234-4204,,,https://www.apartments.com/80-82-garden-street-2a-new-britain-ct/t596479/,silver,2025-07-01T04:16:43.009Z
edrjdyp,"500 Allen St, New Britain, CT 06053",500 Allen St,,"$1,700",2,1,1323,Apartment for Rent,(860) 200-2474,,,https://www.apartments.com/500-allen-st-new-britain-ct/edrjdyp/,silver,2025-07-01T04:16:43.048Z
5j8pc5q,"405 Park St, Bristol, CT 06010",405 Park St,,"$1,600",2,1,888,Apartment for Rent,(860) 845-0452,,,https://www.apartments.com/405-park-st-bristol-ct/5j8pc5q/,silver,2025-07-01T04:16:43.061Z
7vy3d6x,"173 N Main St, Southington, CT 06489",173 N Main St,,"$2,100",2,1,1200,Apartment for Rent,(860) 385-6679,,,https://www.apartments.com/173-n-main-st-southington-ct/7vy3d6x/,silver,2025-07-01T04:16:43.078Z
dsftqch,"410 Emmett St, Bristol, CT 06010",410 Emmett St,,"$2,000",2,2,1492,Townhome for Rent,(860) 453-5212,,,https://www.apartments.com/410-emmett-st-bristol-ct/dsftqch/,prosumer,2025-07-01T04:16:43.096Z
gb1twpx,"3 Sterling Pl, Avon, CT 06001",3 Sterling Pl,,"$2,800",2,2,1200,Townhome for Rent,(860) 864-5602,,,https://www.apartments.com/3-sterling-pl-avon-ct/gb1twpx/,prosumer,2025-07-01T04:16:43.113Z
2xktsnb,"23 Vine Hill Rd, Farmington, CT 06032",23 Vine Hill Rd,,"$4,750",4,4,3194,House for Rent,(860) 784-7270,,,https://www.apartments.com/23-vine-hill-rd-farmington-ct/2xktsnb/,prosumer,2025-07-01T04:16:43.141Z
lfps44e,"32 Hayes St, New Britain, CT 06053",32 Hayes St,,"$2,000",3,1,1200,Apartment for Rent,(860) 899-1848,,,https://www.apartments.com/32-hayes-st-new-britain-ct-unit-2nd/lfps44e/,silver,2025-07-01T04:16:43.164Z
zn5hd9z,"24 Buell St, New Britain, CT 06051",24 Buell St,,"$1,500",3,1,950,Apartment for Rent,(860) 356-3868,,,https://www.apartments.com/24-buell-st-new-britain-ct-unit-3rd-floor/zn5hd9z/,silver,2025-07-01T04:16:43.181Z
203tnt9,"24 Buell St, New Britain, CT 06051",24 Buell St,,"$1,500",3,1,,Apartment for Rent,(959) 245-5564,,,https://www.apartments.com/24-buell-st-new-britain-ct-unit-3rd-floor/203tnt9/,silver,2025-07-01T04:16:43.192Z
7hql5yx,"299 Park St Unit A3, Bristol, CT 06010",299 Park St Unit A3,,"$1,050",1,1,,Apartment for Rent,(646) 598-4341,,,https://www.apartments.com/299-park-st-bristol-ct-unit-a3/7hql5yx/,prosumer,2025-07-01T04:16:43.210Z
3pnt53f,"38 Windmill Springs, Granby, CT 06035",38 Windmill Springs,,"$2,550",2,3,1682,Townhome for Rent,(860) 791-3834,,,https://www.apartments.com/38-windmill-springs-granby-ct/3pnt53f/,prosumer,2025-07-01T04:16:43.238Z
w5gr54l,"167 N Main St, Southington, CT 06489",167 N Main St,,"$2,275",2,1.5,1400,Apartment for Rent,(860) 385-6968,,,https://www.apartments.com/167-n-main-st-southington-ct/w5gr54l/,silver,2025-07-01T04:16:43.255Z
8s829p0,"55 Columbus Ave, Southington, CT 06489",55 Columbus Ave,,"$2,500",2,2.5,1292,Condo for Rent,(860) 329-4707,,,https://www.apartments.com/55-columbus-ave-southington-ct/8s829p0/,silver,2025-07-01T04:16:43.276Z
zv1f4xw,"46 Vance Rd, Bristol, CT 06010",46 Vance Rd,,"$2,500",3,2,1267,House for Rent,(475) 265-7535,,,https://www.apartments.com/46-vance-rd-bristol-ct/zv1f4xw/,silver,2025-07-01T04:16:43.289Z
zg44bpy,"23 Vine Hill Rd, Farmington, CT 06032",23 Vine Hill Rd,,"$4,750",4,3.5,3194,House for Rent,(860) 936-9700,,,https://www.apartments.com/23-vine-hill-rd-farmington-ct/zg44bpy/,silver,2025-07-01T04:16:43.322Z
jbgy5q4,"136 Tunxis Village, Farmington, CT 06032",136 Tunxis Village,,"$3,000",2,2.5,2030,House for Rent,(959) 666-6301,,,https://www.apartments.com/136-tunxis-village-farmington-ct/jbgy5q4/,silver,2025-07-01T04:16:43.334Z
jbgy5q4,"136 Tunxis Village, Farmington, CT 06032",136 Tunxis Village,,"$3,000",2,2.5,2030,House for Rent,(959) 666-6301,,,https://www.apartments.com/136-tunxis-village-farmington-ct/jbgy5q4/,silver,2025-07-01T04:17:26.157Z
